actor_account,login_count,logout_count,login_day_count,play_time,avg_money,ip_count,max_level,login_total_day_x,playtime_per_day,sit_count,exp_get_amout,item_get_count,money_get_count,killed_by_pc,killed_by_npc,teleport_count,reborn_count,question_count,login_total_day_y,sit_count_perday,item_get_count_perday,money_get_count_perday,teleport_count_perday,total_party_time,average_party_time,class
20000387,134,134,1,371994,-19.20943886,134,40,14,26571,398,314653638,17102,2581,30,60,414,49,45,14,28.42857143,1221.571429,184.3571429,29.57142857,31232,3470.222222,0
20000405,17,15,1,1084347,21.62688881,17,46,15,72289.8,11137,616150845,41548,6938,87,263,343,304,1,15,742.4666667,2769.866667,462.5333333,22.86666667,0,0,0
20000412,4,4,1,20204,116.6161156,4,0,2,10102,58,6267851,74,8,0,2,12,1,0,2,29,37,4,6,1992,1992,0
20000427,32,31,1,947297,-0.055102043,32,31,13,72869,3808,38352741,71146,129,33,26,143,63,5,13,292.9230769,5472.769231,9.923076923,11,8,8,1
20000439,20,18,1,154836,1.197919089,20,24,10,15483.6,6,10389198,3858,751,0,25,134,24,174,10,0.6,385.8,75.1,13.4,29222,9740.666667,0
20000454,50,50,1,76262,-6.033647164,50,23,9,8473.555556,43,12973754,529,268,1,10,35,8,13,9,4.777777778,58.77777778,29.77777778,3.888888889,0,0,0
20000456,18,18,1,164903,34.5989703,18,0,11,14991.18182,318,98185519,31735,2621,14,35,424,116,40,11,28.90909091,2885,238.2727273,38.54545455,6122,874.5714286,0
20000457,178,179,1,689146,33.56321592,178,0,14,49224.71429,428,769943967,65790,5064,25,55,624,46,436,14,30.57142857,4699.285714,361.7142857,44.57142857,36384,5197.714286,0
20000491,8,8,1,78748,46.99244425,8,0,5,15749.6,32,129738309,6106,754,4,13,82,11,17,5,6.4,1221.2,150.8,16.4,5533,5533,0
20000508,4,4,1,14586,-1579.746469,4,0,4,3646.5,4,12192578,81,152,0,2,14,2,2,4,1,20.25,38,3.5,0,0,0
20000512,15,13,1,828781,15.47085901,15,35,12,69065.08333,547,92015865,57721,68,84,37,159,104,395,12,45.58333333,4810.083333,5.666666667,13.25,659,659,0
20000518,85,85,1,221198,-34.82927965,85,43,11,20108.90909,416,228964244,115785,2268,127,55,386,121,56,11,37.81818182,10525.90909,206.1818182,35.09090909,13596,1133,0
20000552,103,104,1,493728,26.39557003,103,49,15,32915.2,293,548989167,92854,4586,10,135,413,105,111,15,19.53333333,6190.266667,305.7333333,27.53333333,65712,3458.526316,0
20000558,290,290,1,522497,2.893337187,290,37,15,34833.13333,421,312090317,137247,3012,163,104,578,165,71,15,28.06666667,9149.8,200.8,38.53333333,72890,1970,0
20000581,75,76,1,139876,-90.13689268,75,36,13,10759.69231,154,89247279,51001,1472,38,42,272,53,81,13,11.84615385,3923.153846,113.2307692,20.92307692,8948,1789.6,0
20000584,2,2,1,24075,6.72701973,2,14,2,12037.5,31,860846,1253,240,0,0,19,0,59,2,15.5,626.5,120,9.5,0,0,0
20000601,36,35,1,242071,15.28913831,36,50,11,22006.45455,241,272978709,23071,2174,36,35,314,49,154,11,21.90909091,2097.363636,197.6363636,28.54545455,46440,3870,0
20000641,14,14,1,1055422,6.484012082,14,0,13,81186.30769,1333,989112822,84343,6692,0,78,141,63,1,13,102.5384615,6487.923077,514.7692308,10.84615385,0,0,0
20000644,47,47,1,63901,558.9295473,47,0,14,4564.357143,0,3000,98972,90,0,0,46,0,2,14,0,7069.428571,6.428571429,3.285714286,0,0,0
20000646,9,10,1,54623,8.75735496,9,16,8,6827.875,40,1264759,1011,303,0,6,34,7,79,8,5,126.375,37.875,4.25,2009,2009,0
20000650,214,214,1,358621,-19.58437738,214,25,10,35862.1,17,28195828,118304,212,12,6,58,20,898,10,1.7,11830.4,21.2,5.8,3397,178.7894737,1
20000657,20,20,1,90687,5.273346786,20,22,9,10076.33333,103,13367582,13079,936,15,17,72,27,75,9,11.44444444,1453.222222,104,8,3488,3488,0
20000689,62,61,1,264077,48.0110233,62,39,15,17605.13333,482,67373238,699,628,119,165,424,235,70,15,32.13333333,46.6,41.86666667,28.26666667,73125,3179.347826,0
20000705,59,59,1,179527,-12.03827836,59,37,9,19947.44444,66,68274662,6929,393,29,41,241,53,41,9,7.333333333,769.8888889,43.66666667,26.77777778,20904,2090.4,0
20000706,15,15,1,102569,5.641324377,15,23,3,34189.66667,227,8703857,5321,799,0,22,72,21,119,3,75.66666667,1773.666667,266.3333333,24,31645,5274.166667,0
20000719,43,41,1,546486,-4.394987246,43,0,15,36432.4,493,576437222,305319,5406,255,115,828,233,653,15,32.86666667,20354.6,360.4,55.2,9548,3182.666667,0
20000726,5,5,1,26657,30.82481149,5,0,3,8885.666667,16,59477271,32800,537,11,9,35,13,6,3,5.333333333,10933.33333,179,11.66666667,0,0,0
20000731,103,102,1,308701,-71.63764938,103,0,14,22050.07143,345,394518044,7173,4678,152,32,377,111,382,14,24.64285714,512.3571429,334.1428571,26.92857143,4295,859,0
20000741,41,41,1,373738,2.713336615,41,37,14,26695.57143,528,118055081,14941,774,36,109,405,98,92,14,37.71428571,1067.214286,55.28571429,28.92857143,46372,2107.818182,0
20000744,11,11,1,57095,-1.944653647,11,0,5,11419,9,14301740,240,34,16,1,26,15,8,5,1.8,48,6.8,5.2,359,359,0
20000751,77,77,1,73288,-18.42701397,77,36,13,5637.538462,104,21637752,11388,54,14,12,82,21,7,13,8,876,4.153846154,6.307692308,23,23,0
20000761,80,80,1,91345,-9.787596475,80,30,12,7612.083333,132,23809250,2963,353,7,4,207,105,176,12,11,246.9166667,29.41666667,17.25,0,0,0
20000766,9,10,1,111835,-1.90122949,9,25,7,15976.42857,214,10064894,2630,292,0,8,35,7,21,7,30.57142857,375.7142857,41.71428571,5,4595,2297.5,1
20000776,1,1,1,11238,0,1,0,1,11238,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20000799,70,70,1,103424,9.957321318,70,43,7,14774.85714,164,165578340,25642,699,33,10,122,31,72,7,23.42857143,3663.142857,99.85714286,17.42857143,8742,2914,0
20000814,7,7,1,26044,75.02315313,7,0,4,6511,8,23533252,2454,114,0,0,9,0,57,4,2,613.5,28.5,2.25,0,0,0
20000816,8,8,1,82786,0.353344768,8,13,6,13797.66667,165,1643099,2165,531,0,63,133,61,184,6,27.5,360.8333333,88.5,22.16666667,6461,2153.666667,0
20000843,3,3,1,11061,27.4099991,3,7,2,5530.5,59,82842,183,91,0,12,12,11,17,2,29.5,91.5,45.5,6,758,758,0
20000868,15,12,1,960198,-7.958057609,15,0,15,64013.2,7,1263306060,78469,32,0,10,42,8,0,15,0.466666667,5231.266667,2.133333333,2.8,0,0,0
20000871,3,3,1,13302,23.73575402,3,21,3,4434,47,1585982,121,75,0,0,9,0,2,3,15.66666667,40.33333333,25,3,0,0,0
20000880,7,6,1,31988,-0.881799425,7,26,4,7997,28,6948618,476,150,2,10,35,11,14,4,7,119,37.5,8.75,1308,1308,0
20000959,311,312,1,562309,-180.8118454,311,29,15,37487.26667,274,543124970,133618,9156,80,38,771,174,621,15,18.26666667,8907.866667,610.4,51.4,35121,1672.428571,0
20000960,18,18,1,122353,16.14228503,18,49,8,15294.125,37,159568767,70916,1508,10,31,110,30,15,8,4.625,8864.5,188.5,13.75,918,459,0
20000971,234,232,1,795390,-1.208211066,234,39,15,53026,275,608079660,322937,6496,146,74,792,135,668,15,18.33333333,21529.13333,433.0666667,52.8,114901,3706.483871,0
20000974,96,95,1,278178,74.27132268,96,0,15,18545.2,311,387753995,7538,5103,91,15,349,67,301,15,20.73333333,502.5333333,340.2,23.26666667,56308,5630.8,0
20000988,72,72,1,367565,15.90543441,72,15,10,36756.5,394,319814839,123727,1070,0,55,380,39,516,10,39.4,12372.7,107,38,15334,2190.571429,0
20000998,9,9,1,25599,-0.06879175,9,0,2,12799.5,28,25882005,1916,154,9,3,39,9,1,2,14,958,77,19.5,0,0,0
20001025,104,105,1,416544,-125.1594405,104,13,15,27769.6,49,158365313,123546,2078,35,22,416,53,568,15,3.266666667,8236.4,138.5333333,27.73333333,1225,612.5,0
20001026,230,228,1,725413,-7.808365717,230,34,14,51815.21429,428,818986357,310870,8345,169,124,941,189,201,14,30.57142857,22205,596.0714286,67.21428571,96613,4830.65,0
20001033,12,13,1,36761,1.946301787,12,26,2,18380.5,46,6118788,845,213,1,17,34,17,12,2,23,422.5,106.5,17,0,0,0
20001088,11,11,1,49628,19.76746998,11,42,2,24814,27,60930913,30766,570,4,16,59,17,32,2,13.5,15383,285,29.5,0,0,0
20001111,71,71,1,124237,10.94499223,71,38,7,17748.14286,43,61395315,50777,1106,17,8,145,20,140,7,6.142857143,7253.857143,158,20.71428571,7913,2637.666667,0
20001112,84,84,1,361079,-54.75933798,84,0,14,25791.35714,438,363402823,102705,3362,140,94,450,146,352,14,31.28571429,7336.071429,240.1428571,32.14285714,39167,6527.833333,0
20001113,216,217,1,399319,-43.11693408,216,43,15,26621.26667,477,601663593,29649,5420,5,31,387,35,128,15,31.8,1976.6,361.3333333,25.8,10339,646.1875,0
20001116,6,6,1,20767,2.132469784,6,20,3,6922.333333,41,1485270,844,52,0,3,21,6,10,3,13.66666667,281.3333333,17.33333333,7,64,64,0
20001126,84,84,1,51212,1320.152289,84,0,15,3414.133333,0,0,16507,96,0,0,11,0,0,15,0,1100.466667,6.4,0.733333333,0,0,0
20001127,18,18,1,41370,1.75774716,18,38,6,6895,47,43729047,54394,731,28,4,60,26,1,6,7.833333333,9065.666667,121.8333333,10,3550,3550,0
20001167,24,23,1,1215245,4.827983658,24,50,14,86803.21429,3616,1990668686,91916,31415,21,61,166,73,645,14,258.2857143,6565.428571,2243.928571,11.85714286,0,0,0
20001175,164,162,1,321282,21.27573907,164,38,13,24714,205,343924297,40685,3824,49,10,324,26,170,13,15.76923077,3129.615385,294.1538462,24.92307692,46064,6580.571429,0
20001194,73,74,1,240223,-2.285813598,73,35,14,17158.78571,386,76506842,125037,1378,16,39,224,47,190,14,27.57142857,8931.214286,98.42857143,16,17625,1602.272727,0
20001201,132,130,1,456211,-150.6877037,132,40,15,30414.06667,123,196924050,158074,1273,29,27,377,36,223,15,8.2,10538.26667,84.86666667,25.13333333,56572,2459.652174,0
20001208,15,16,1,43959,-48.09720421,15,0,6,7326.5,43,43828477,1145,208,4,14,60,11,14,6,7.166666667,190.8333333,34.66666667,10,682,682,0
20001222,31,29,1,991702,-0.625151507,31,38,13,76284.76923,2497,286396885,59510,1430,84,52,387,318,3,13,192.0769231,4577.692308,110,29.76923077,0,0,1
20001231,11,12,1,142332,43.04599809,11,0,10,14233.2,139,166350986,41372,1580,60,24,183,57,15,10,13.9,4137.2,158,18.3,1898,1898,0
20001239,24,22,1,375198,8.406678607,24,34,6,62533,1833,73633218,39415,2085,34,46,116,69,11,6,305.5,6569.166667,347.5,19.33333333,0,0,0
20001256,72,71,1,194673,-10.65279212,72,44,8,24334.125,281,118934197,72967,1833,91,52,331,85,440,8,35.125,9120.875,229.125,41.375,52104,5210.4,0
20001264,72,71,1,299018,-0.228314015,72,43,15,19934.53333,122,285951757,163016,2826,42,39,355,66,250,15,8.133333333,10867.73333,188.4,23.66666667,33203,2554.076923,0
20001272,37,37,1,24565,1383.134337,37,0,10,2456.5,2,3095128,120,29,0,6,8,5,0,10,0.2,12,2.9,0.8,2949,2949,0
20001278,43,43,1,932132,-0.356330434,43,43,13,71702.46154,1258,344869167,58420,6176,95,121,247,191,1,13,96.76923077,4493.846154,475.0769231,19,0,0,1
20001292,64,63,1,247960,-97.29001855,64,0,14,17711.42857,472,294469136,73634,2704,195,99,447,199,37,14,33.71428571,5259.571429,193.1428571,31.92857143,2314,578.5,0
20001300,8,8,1,51566,-10.89764574,8,27,3,17188.66667,60,5167184,1052,118,5,13,59,17,20,3,20,350.6666667,39.33333333,19.66666667,14151,2358.5,0
20001316,1,1,1,11937,5.535896791,1,33,1,11937,11,4626531,1574,86,1,5,13,5,1,1,11,1574,86,13,0,0,0
20001320,132,130,1,321350,127.432295,132,4,15,21423.33333,118,297457296,142018,3182,378,71,613,260,172,15,7.866666667,9467.866667,212.1333333,40.86666667,39782,3060.153846,0
20001343,125,124,1,326989,2.834083104,125,30,14,23356.35714,115,89281914,159163,5362,9,19,348,25,335,14,8.214285714,11368.78571,383,24.85714286,8040,1608,0
20001359,24,25,1,185008,2.159041771,24,26,10,18500.8,638,17529028,3654,752,5,36,125,43,214,10,63.8,365.4,75.2,12.5,9945,4972.5,0
20001361,84,85,1,147340,1.555470341,84,0,14,10524.28571,68,159101832,53893,1930,81,53,222,71,26,14,4.857142857,3849.5,137.8571429,15.85714286,32142,6428.4,0
20001380,6,6,1,27990,-11.59342622,6,30,4,6997.5,0,4754660,17829,1,0,0,13,0,1,4,0,4457.25,0.25,3.25,0,0,0
20001383,85,83,1,104955,-620.0297842,85,0,11,9541.363636,44,139620021,70626,1990,8,4,105,6,34,11,4,6420.545455,180.9090909,9.545454545,26609,5321.8,0
20001387,279,278,1,691576,-1.687095851,279,8,15,46105.06667,206,647899537,68666,6516,283,179,1022,280,641,15,13.73333333,4577.733333,434.4,68.13333333,46470,1408.181818,1
20001390,8,8,1,55698,0.564400876,8,21,3,18566,88,5585264,2055,513,0,14,66,13,124,3,29.33333333,685,171,22,751,751,0
20001393,178,178,1,242856,-112.9759981,178,43,13,18681.23077,245,227809620,63646,2427,6,46,202,29,344,13,18.84615385,4895.846154,186.6923077,15.53846154,26834,2236.166667,0
20001405,21,17,1,980542,-2.733948163,21,0,14,70038.71429,10013,1288249838,48809,22485,0,73,97,64,1908,14,715.2142857,3486.357143,1606.071429,6.928571429,0,0,0
20001421,10,9,1,404344,-7.729735077,10,30,4,101086,205,64535368,32177,6407,0,1,286,196,249,4,51.25,8044.25,1601.75,71.5,0,0,0
20001444,98,98,1,471474,-71.93313523,98,0,15,31431.6,1320,462906027,230706,4742,249,82,566,189,315,15,88,15380.4,316.1333333,37.73333333,86788,4821.555556,0
20001461,18,17,1,74896,69.29235206,18,41,6,12482.66667,41,86787623,1263,1025,2,46,59,31,15,6,6.833333333,210.5,170.8333333,9.833333333,5355,2677.5,0
20001468,22,22,1,18111,23.15151013,22,0,3,6037,45,808551,21020,2,14,10,64,21,1,3,15,7006.666667,0.666666667,21.33333333,0,0,0
20001496,28,27,1,121580,-43.69314854,28,0,8,15197.5,170,169898174,2437,1635,16,25,158,29,18,8,21.25,304.625,204.375,19.75,4782,2391,0
20001498,27,27,1,117184,-11.22836735,27,0,4,29296,126,73508480,1225,700,63,19,186,53,95,4,31.5,306.25,175,46.5,0,0,0
20001531,467,468,1,699152,74.73422518,467,50,14,49939.42857,616,822173086,30774,5287,166,83,1045,188,715,14,44,2198.142857,377.6428571,74.64285714,18866,898.3809524,0
20001554,65,64,1,481881,-33.38782604,65,0,13,37067.76923,319,451355366,33198,5197,335,150,653,246,311,13,24.53846154,2553.692308,399.7692308,50.23076923,43046,2690.375,0
20001562,238,236,1,480707,126.5218293,238,0,15,32047.13333,128,535658433,67501,6829,145,234,723,174,414,15,8.533333333,4500.066667,455.2666667,48.2,32372,2490.153846,0
20001568,15,15,1,44890,8.980329695,15,27,7,6412.857143,121,10852386,1668,223,4,12,38,13,53,7,17.28571429,238.2857143,31.85714286,5.428571429,167,167,0
20001570,8,8,1,375383,1.024220596,8,0,6,62563.83333,0,3809928,30235,60663,0,0,10,0,0,6,0,5039.166667,10110.5,1.666666667,0,0,0
20001573,5,5,1,14607,-19.25645239,5,0,2,7303.5,14,367441,4,11,0,7,3,7,0,2,7,2,5.5,1.5,0,0,0
20001597,127,126,1,419790,-9.349724862,127,46,14,29985,131,164108365,17204,1312,38,43,216,57,361,14,9.357142857,1228.857143,93.71428571,15.42857143,38400,4800,0
20001605,96,95,1,336468,-6.347263336,96,47,13,25882.15385,168,198742750,25447,1936,10,118,246,91,272,13,12.92307692,1957.461538,148.9230769,18.92307692,24240,2693.333333,0
20001643,54,55,1,383737,768.4946278,54,48,13,29518.23077,129,474433049,186632,2600,29,105,286,84,239,13,9.923076923,14356.30769,200,22,14114,2352.333333,0
20001653,10,9,1,33450,0.381375187,10,10,4,8362.5,27,365671,1295,223,0,19,45,19,66,4,6.75,323.75,55.75,11.25,0,0,0
20001660,28,28,1,65605,31.8685466,28,0,7,9372.142857,90,102553125,1044,1151,17,21,95,20,195,7,12.85714286,149.1428571,164.4285714,13.57142857,143,143,0
20001677,76,76,1,248025,6.334845278,76,38,11,22547.72727,255,165042777,37326,1803,23,50,226,52,82,11,23.18181818,3393.272727,163.9090909,20.54545455,61897,4761.307692,0
20001745,16,15,1,1055222,26.64744765,16,46,13,81170.92308,954,645673999,79006,976,114,167,251,228,385,13,73.38461538,6077.384615,75.07692308,19.30769231,0,0,0
20001765,168,166,1,325364,100.1610565,168,0,15,21690.93333,1241,472631337,8147,4804,42,117,575,90,216,15,82.73333333,543.1333333,320.2666667,38.33333333,25940,4323.333333,0
20001780,15,16,1,141942,1.507101492,15,24,8,17742.75,23,11982553,20469,819,6,21,79,26,191,8,2.875,2558.625,102.375,9.875,19132,3188.666667,0
20001792,4,4,1,21165,4.510370895,4,15,2,10582.5,24,17495000,181,210,2,8,2,9,1,2,12,90.5,105,1,0,0,0
20001808,9,9,1,52553,-42.03137785,9,19,3,17517.66667,9,3022059,794,676,0,1,42,1,88,3,3,264.6666667,225.3333333,14,0,0,0
20001815,25,25,1,525549,0.016670187,25,24,8,65693.625,125,10560874,61771,68,13,67,114,77,8,8,15.625,7721.375,8.5,14.25,0,0,1
20001816,47,47,1,80191,-297.0283199,47,0,11,7290.090909,95,84783353,1327,813,40,4,104,27,21,11,8.636363636,120.6363636,73.90909091,9.454545455,5640,1880,0
20001820,51,50,1,833184,-0.215708655,51,42,10,83318.4,6921,323052146,43833,5127,28,53,137,71,3,10,692.1,4383.3,512.7,13.7,0,0,1
20001842,5,5,1,14307,0.634794157,5,13,4,3576.75,6,391183,245,93,0,3,8,4,18,4,1.5,61.25,23.25,2,1034,517,0
20001847,40,39,1,244288,-3.984641079,40,47,10,24428.8,216,288707432,1720,2925,71,103,381,128,28,10,21.6,172,292.5,38.1,13128,1641,0
20001865,19,18,1,1251861,58.14408788,19,0,15,83457.4,1838,1013520910,94687,27,0,33,55,33,0,15,122.5333333,6312.466667,1.8,3.666666667,0,0,0
20001871,72,71,1,335567,191.4243296,72,44,15,22371.13333,375,273731127,25159,3515,98,107,487,146,196,15,25,1677.266667,234.3333333,32.46666667,6102,2034,0
20001885,29,29,1,18531,-464.3712698,29,0,5,3706.2,1,27733621,386,13,0,0,21,1,491,5,0.2,77.2,2.6,4.2,0,0,0
20001888,62,61,1,117905,-389.1652686,62,0,13,9069.615385,88,166722714,1812,1687,67,19,174,55,58,13,6.769230769,139.3846154,129.7692308,13.38461538,4783,1195.75,0
20001890,9,9,1,26510,55.04960392,9,0,5,5302,17,40847201,1270,561,5,0,33,2,234,5,3.4,254,112.2,6.6,61,61,0
20001915,21,20,1,142303,23.97498999,21,0,14,10164.5,39,257597323,41281,2348,74,18,234,41,79,14,2.785714286,2948.642857,167.7142857,16.71428571,36974,12324.66667,0
20001924,16,14,1,1140674,13.05181323,16,0,15,76044.93333,3878,1568754579,56770,48234,0,176,186,146,0,15,258.5333333,3784.666667,3215.6,12.4,0,0,0
20001926,269,267,1,456665,-10.13840342,269,37,15,30444.33333,563,132829363,48807,1125,38,73,344,88,182,15,37.53333333,3253.8,75,22.93333333,16593,2765.5,0
20001963,9,9,1,22134,-0.556067588,9,41,6,3689,62,30375169,558,91,2,3,33,6,12,6,10.33333333,93,15.16666667,5.5,0,0,0
20001965,16,15,1,63863,35.49734588,16,0,4,15965.75,215,44985378,1132,421,15,3,53,16,9,4,53.75,283,105.25,13.25,12146,6073,0
20001972,61,59,1,292297,-76.62632186,61,0,14,20878.35714,184,418565598,205518,4392,197,55,478,163,84,14,13.14285714,14679.85714,313.7142857,34.14285714,51580,4689.090909,0
20001979,16,14,1,1151503,4.266754841,16,0,15,76766.86667,1504,1297460433,36787,8495,0,33,61,30,0,15,100.2666667,2452.466667,566.3333333,4.066666667,0,0,0
20001982,10,10,1,423005,0.541995957,10,34,5,84601,2219,104559687,26230,1111,51,182,243,212,1112,5,443.8,5246,222.2,48.6,0,0,0
20001984,4,4,1,13334,-57.4979751,4,0,2,6667,0,7327715,2429,1,0,0,1,0,0,2,0,1214.5,0.5,0.5,0,0,0
20001992,34,32,1,247833,-124.0286766,34,0,13,19064.07692,274,350608737,1500,2620,40,174,411,92,22,13,21.07692308,115.3846154,201.5384615,31.61538462,61083,5553,0
20001998,97,96,1,318648,66.96823768,97,50,14,22760.57143,475,374517490,202180,3405,39,73,466,77,197,14,33.92857143,14441.42857,243.2142857,33.28571429,97464,5414.666667,0
20002025,3,3,1,16026,4.53662798,3,32,1,16026,7,4045487,325,79,3,4,13,6,10,1,7,325,79,13,0,0,0
20002032,18,16,1,1152977,19.46021039,18,50,15,76865.13333,8703,933681480,59459,102,92,76,172,147,1,15,580.2,3963.933333,6.8,11.46666667,0,0,0
20002035,6,6,1,38861,22.75623376,6,17,5,7772.2,19,2120268,1408,308,0,11,35,9,67,5,3.8,281.6,61.6,7,4628,1542.666667,0
20002049,152,152,1,410726,0.131318689,152,42,15,27381.73333,485,191690165,15884,4447,145,81,718,190,215,15,32.33333333,1058.933333,296.4666667,47.86666667,50432,3602.285714,0
20002069,3,3,1,10502,-2.808607884,3,0,3,3500.666667,17,4403654,2107,82,0,3,7,3,1,3,5.666666667,702.3333333,27.33333333,2.333333333,0,0,0
20002104,10,10,1,27169,22.4176083,10,0,6,4528.166667,82,46384542,261,460,0,2,36,2,5,6,13.66666667,43.5,76.66666667,6,5888,5888,0
20002114,28,28,1,103039,88.66153592,28,47,13,7926.076923,97,86237541,1003,692,153,30,259,113,26,13,7.461538462,77.15384615,53.23076923,19.92307692,0,0,0
20002119,21,21,1,29442,-257.9868215,21,0,4,7360.5,23,19359794,277,392,2,23,40,19,3,4,5.75,69.25,98,10,0,0,0
20002122,308,306,1,676298,13.30779035,308,21,15,45086.53333,320,593377397,163358,6513,292,92,818,221,516,15,21.33333333,10890.53333,434.2,54.53333333,68356,5258.153846,0
20002130,14,14,1,17399,39.9927582,14,23,6,2899.833333,13,2014466,85,47,3,3,11,6,12,6,2.166666667,14.16666667,7.833333333,1.833333333,0,0,0
20002132,229,229,1,469493,-19.03445206,229,0,14,33535.21429,265,795215894,129208,6617,146,114,563,150,257,14,18.92857143,9229.142857,472.6428571,40.21428571,44977,4497.7,0
20002139,89,87,1,575628,-2.389131522,89,40,15,38375.2,630,238485283,13264,2492,73,201,754,222,114,15,42,884.2666667,166.1333333,50.26666667,73841,2953.64,0
